"title","stars","text"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","It very  good place, i like it..👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","A fine cosy spot for all ages.. for chillouts and smallteam celebrations ..with a good range of varieties for all kinds of food lovers.."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly staff!!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Very nice staff. little bit noisy though."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Not a good service"
"Pizza Hut - Union Place","5","Awesome 👌"
"Pizza Hut - Union Place","5","I Like how all the pizza’s branch manage the safety procedures during covid-19
You will feel safe to visit their store
Friendly staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","🔥"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","The portions are getting smaller as usual and sometime it's not even fully cooked. Highly disappointed!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It's a lovely place to go and have a slice of pizza with your loved ones. The place is well packed and clean and the foods are tasty too"
"Pizza Hut - Union Place","4","Good & timely"
"Pizza Hut - Union Place","5","Best Pizza Hut in Colombo. Good service with tasty Pizzas and more."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Really good"
"Pizza Hut - Union Place","5","Good service :)"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","4","Operating in comply with health guidance. Still can enjoy a meal together"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great ambience and service!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best place"
"Pizza Hut - Union Place","5","Tasty pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Your best"
"Pizza Hut - Union Place","4","Can taste a pizza. Accomodate a big crowd."
"Pizza Hut - Union Place","5","The best place for Pizza in Colombo. Service is good and nice place !"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","2","Went to this place for a promotion they've sent to the phone. Place was rather packed but not too packed. So based on that this review was written.
First they asked to sit at a one place and asked us to move to another as it was more convenient for us! (I'm like ""WHAAT? I have already browsing through the menu."")
Waiter spoke in Sinhala which was sth admirable at first, but his tone was bit sarcastic. Not sure about why he was like that maybe he was tired or that's how he is I guess.
Staff took their own time to bring the food. Well, its not what you expect from a fast food joint (considering there was a substantial number of customers).
Other than the lethargic service, they didn't have the drinks what we want and gave quite number of excuses and alternatives for us to have. Dude, if you don't have, you don't have, what can you do about if it isn't available. We don't need to hear the excuses, consider it as an opportunity cost and let it go!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service. Plenty of space for a small gathering. Thin crust pizza is recommended."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Superb baked wings"
"Pizza Hut - Union Place","4","Friendly staff, Good customer service  and nice place to visit with the family.  Hope you guys have to visit 😊😊😊👍👍"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","1","Lack of customer service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","They have the Best Lime Soda in the Island.."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best services and great food. But the potato wedges is not worth the price it was tasty tho  but quantity was really less."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Too noisy. They think it's a disco. If you need a lunch meeting, avoid"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Fast service"
"Pizza Hut - Union Place","4","Fantastic place to gearup. Staff is so cool. Loved it."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Of course it's part of a global chain  so the standards are uniform.  Got two new flavours not available in Pakistan."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to eat"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great environment"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good as other outlets..."
"Pizza Hut - Union Place","1","Very poor customer service. My table attended was Rizmy I had to wait for more than 30 minutes to get the bill. I could have easily gone away without paying the bill as he was not even checking my table. Inexperienced staff. Wasted my valuable time."
"Pizza Hut - Union Place","4","Premium pizza experience"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Yum"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best location to give supprise b'day party"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Visited this pizza hut recently and had a great time. Friendly staff who works helps in every way. I recommend this place to other to check on"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place, good service"
"Pizza Hut - Union Place","5","Friendly, helpful and courteous staff, really enjoyed the time with the family. 🙂"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","The staff is great .. and they do a wonderful job. All the very best for them .."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great ambience, amazing food and friendly service. Pricey yes but well worth it"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Quality of pizza is not very good"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Well trained and professional staffs
Perfect customer service ❤️"
"Pizza Hut - Union Place","3","Garlic bread was not up to the mark. Rest other food was good."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Thought I’d try the thin crust pizza here. Bad idea. It was the worst pizza I’ve ever had. It was tasteless and bland. Nothing like a traditional thin crust or margherita . Had a thin slightly burnt layer of cheese and few tomatoes. There wasn’t a single basil leaf. Cheese was not fresh or stringy. It was dry and not palatable at all. Had to wash it down with the drink because I was hungry. not even worth the price at all (Rs.800)"
"Pizza Hut - Union Place","5","They have given excellent service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Love it"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Love it... Delight pizza Low service charges.. Giving good service... 😀"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","If your working Around union place, The Best Pizza Hut to Go."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly Staff"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Prompt and friendly service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","This is perhaps the first of their outlets in Colombo. It has a good interior  The service is quite efficient."
"Pizza Hut - Union Place","4","Long time ago this was my favorite pizza outlet in Colombo. They had a salad buffet and I love it. After sometime they removed it for no reason. Still staff is friendly and helpful. You shouldn't go over a weekend if you want to spend some quality time and enjoy your food, super crowded.

Reasonable prices and a delicious menu. Fresh ingredients , yet over the time quality goes down little bit. Cheese, all the meat and vegetable not in right ratio compare to the dough. Kids play area and parking available."
"Pizza Hut - Union Place","5","Tasty"
"Pizza Hut - Union Place","3","One of the largest outlets in the Colombo city."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","2","Furchtbar, hier sollte Pizza Hut einfach mal Kontrollen einführen und strengere Auflagen geben."
"Pizza Hut - Union Place","5","Best customer service"
"Pizza Hut - Union Place","5","Excelent service and delivered best pizza. Thankz guys."
"Pizza Hut - Union Place","3","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Lovely"
"Pizza Hut - Union Place","5","Nice atmosphere and place is well maintained. There is a children pay area so you can occupy your kids until the food arrive. Staff is friendly.
But it take long time for them to serve food. They use to inform you the exact times that you dish is ready couple of years ago but that nice tradition is not there anymore.
Parking is inadequate"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Satisfied  :)"
